lot,year,district,ID,wenbao_id,original_name_cn,name_en,tmarker,year_built,current_use,address,protection_level,
1,1989,黄浦,1A001,,亚西亚大楼,Asia Building,o,1915,"中国太平洋保险公司
 上海银行",中山东一路1号,,
1,1989,黄浦,1A002,,上海总会,The Shanghai Club building,o,1911,上海外滩华尔道夫酒店,中山东一路2号,,
1,1989,黄浦,1A003,,汇丰银行大楼,HSBC,o,1923,浦东发展银行,中山东一路10-12号,,
1,1989,黄浦,1A004,,江海关,Custom House,o,1927,上海海关,中山东一路13号,,
1,1989,黄浦,1A005,,汇中饭店,Palace Hotel,o,1906,和平饭店南楼,中山东一路19号,,
1,1989,黄浦,1A006,,沙逊大厦,Sassoon House,o,1929,和平饭店北楼,中山东一路20号,,
1,1989,黄浦,1A007,,中国银行,Bank of China,o,1937,中国银行上海分行,中山东一路23号,,
1,1989,黄浦,1A008,,怡和银行,Jardine Matheson,o,1853,罗斯福公馆,中山东一路27号,,
1,1989,黄浦,1A009,,东方汇理银行,Banque de l'Indochine,o,1926,光大银行,中山东一路29号,,
1,1989,黄浦,1A010,HP_C03,大世界游乐场,Great World,o,1924,大世界游乐场,西藏南路1号,,
1,1989,黄浦,1A011,HP_C06,八仙桥基督教青年会,Chinese YMCA Shanghai,o,1929,青年会宾馆,西藏南路123号,,
1,1989,黄浦,1A012,HP_C16,南京大戏院,Nanking Theatre,o,1930,上海音乐厅,延安东路523号,,
1,1989,黄浦,1A013,HP_N06,四行储蓄会大楼,The Park Hotel,o,1934,国际饭店,南京西路170号,,
1,1989,黄浦,1A014,HP_C15,西侨青年会大楼,Foreign YMCA Building,o,1932,上海市体育总会，市体委,南京西路150号,,
1,1989,黄浦,1A015,HP_C13,华安人寿保险公司,Pacific Hotel,o,1933,金门大酒店,南京西路104号,,
1,1989,黄浦,1A016,HP_C18,大光明大戏院,Grand Cinema,o,1933,大光明电影院,南京西路216号,,
1,1989,黄浦,1A017,HP_C19,跑马总会,Shanghai Race Club,o,1933,上海美术馆,南京西路325号,,
1,1989,黄浦,1A018,HP_C21,基督教慕尔堂,Shanghai Christian Church Moore Memorial Church,o,1930,沐恩堂,西藏中路316号,,
1,1989,黄浦,1A019,HP_C12,老、新永安公司,Wing On Department Store,o,"1918, 1933",华侨商店、华联商厦,南京东路627-635号,,
1,1989,黄浦,1A020,HP_C11,先施公司,Sincere Department Store,o,1917,时装公司、东亚饭店,南京东路690号,,
1,1989,黄浦,1A021,HP_C14,新新公司,Sun Sun Department Store,o,1925,第一食品商店,南京东路720号,,
1,1989,黄浦,1A022,HP_C20,大新公司,The Sun Department Store,o,1934,第一百货商店,南京东路830号,,
1,1989,黄浦,1A023,HP_C17,大上海大戏院,Metropol Cinema,o,1933,大上海电影院,西藏中路520号,,
1,1989,黄浦,1A024,HP_C04,公共租界工部局,Shanghai Municipal Council,o,1919,老市政府大楼,"江西中路215、209号；
 汉口路193、223、239号",,
1,1989,黄浦,1A025,HP_C02,圣三一基督教堂,"Holy Trinity Cathedral, Shanghai",o,1869,黄浦区政府礼堂,九江路201号,,
1,1989,黄浦,1A026,HP_C05,金城银行,Kincheng Banking Corporation,o,1927,交通银行,江西中路200号,,
1,1989,黄浦,1A027 (1E001),HP_C27,董家渡天主堂,St Francis Xavier Church,o,1853,董家渡天主堂,董家渡路175号,,
1,1989,黄浦,1C001,HP_C52,步高里,Cité Bourgogne,o,1930,步高里,陕西南路287号,,
1,1989,黄浦,1C002,,瑞金二路住宅,Residential Building on Ruijin No.2 Rd,t,1917,瑞金宾馆1号楼,瑞金二路18号,,
1,1989,黄浦,1C003,HP_C44,尚贤坊,Shangxian Fang,t,1924,尚贤坊,淮海中路50号,,
1,1989,黄浦,1C004,HP_C50,华懋公寓,Cathay Mansion,o,1929,锦江宾馆北楼,长乐路109号,,
1,1989,黄浦,1C005,HP_C51,峻岭公寓、茂名公寓,The Grosvenor House,o,1935,锦江宾馆中、西楼,茂名南路65-125号,,
1,1989,静安,1B001,JA_C06,美琪大戏院,Majestic Theater,o,1941,美琪大戏院,江宁路66号,,
1,1989,静安,1B002,JA_C11,华业公寓,Cosmpolitian Apartments,o,1934,华业大楼,陕西北路175号,,
1,1989,静安,1B003,JA_C21,涌泉坊,Bubbling Well Lane,o,1936,涌泉坊,愚园路395弄1-24号,,
1,1989,静安,1B004,JA_C04,裕华新村,Yu Hua Terrace,t,1938,裕华新村,富民路182弄1-32,,
1,1989,静安,1B005,JA_C19,嘉道理爵士住宅,Kadoorie residence,t,1924,市少年宫,延安西路64号,,
1,1989,静安,1B006,JA_C18,宏恩医院,Hong'en Hospital,t,1926,华东医院南楼,延安西路221号,,
1,1989,静安,1B007,JA_N01,马勒住宅,Moller Villa,o,1936,团市委、宾馆,陕西南路30号,,
1,1989,徐汇,1D001,XH_N05,徐家汇天主堂,St. Ignatius Cathedral,o,1910,徐家汇天主堂,徐家汇浦西路158号,,
1,1989,徐汇,1D002,XH_C07,国际礼拜堂,Shanghai Community Church,o,1924,国际礼拜堂,衡山路58号,,
1,1989,徐汇,1D003,XH_C06,汾阳路79号住宅,79 Fengyang Rd residential building,t,1905,工艺美术研究所,汾阳路79号,,
1,1989,徐汇,1D004,XH_C05,盛宣怀住宅,Sheng Xuanhuai Residence,t,1900,日本领事馆,淮海中路1517号,,
1,1989,徐汇,1D005,XH_C08,汾阳路45号,45 Fengyang Rd,t,1932,上海海关招待所,汾阳路45号,,
1,1989,徐汇,1D006,XH_C09,新康花园,Xinkang Garden,t,1934,新康花园,淮海中路1273号,,
1,1989,徐汇,1D007,XH_C10,修道院公寓,The Cloister,o,1948,湖南街道办事处,复兴西路62号,,
1,1989,虹口,1F001,HK_N01,百老会大厦,Broadway Mansion,o,1934,上海大厦,北苏州河路2号,,
1,1989,虹口,1F003,HK_N02,上海邮政总局,General Post Office Building,o,1924,上海市邮政局,北苏州河路250-276号,,
1,1989,虹口,1F002,HK_C09,俄罗斯领事馆/苏联领事馆,USSR consulate,o,1917,俄罗斯领事馆,黄浦路20号,,
1,1989,虹口,1F004,HK_C10,多伦路250号住宅,250 Duolun Rd residence,t,1924,住宅,多伦路250号,,
1,1989,杨浦,1G001,YP_C01,旧上海特别市政府,"Shanghai Government, Greater Shanghai Plan",o,1935,体育学院办公楼,清源环路650号,,
1,1989,杨浦,1G002,YP_C01,上海市体育场,"Shanghai Stadium, Greater Shanghai Plan",o,1935,江湾体育场,国和路346号,,
1,1989,杨浦,1G003,YP_N01,杨树浦水厂,Shanghai Waterworks,o,1881,杨树浦自来水之水有限公司,杨树浦路830号（许昌路口）,,
1,1989,长宁,1M001,CN_C14,淮阴路姚氏住宅,Yao family residence on Huaiyin Rd,t,1948,西郊宾馆4号楼,淮阴路200号,,
1,1989,长宁,1M002,CN_C12,沙逊别墅,Sassoon Villa,t,1932,龙柏饭店,虹桥路2409号,,
1,1989,长宁,1M003,CN_C09,孙科住宅,Sun Fo residence,t,1948,上海生物制品研究所办公楼,延安西路1262号,,
1,1989,长宁,1M004,CN_C13,虹桥路2310号住宅,Residential bldg at 2310 Hongqiao Rd,t,20世纪40年代初,海南置地上海公司,虹桥路2310号,,
1,1989,长宁,1M005,CN_C10,泰安路115弄花园里弄住宅,Garden lilong residential bldg at 115 Tai'an Rd,t,1948,住宅,泰安路115弄1-8号,,
1,1989,长宁,1M006,CN_C07,兴国路住宅,Residential bldg on Xingguo Rd,t,1935,兴国宾馆1号楼,兴国路72号,,
1,1989,长宁,1M007,CN_C03,王伯群住宅,Wang Boqun residence,t,1934,长宁区少年宫,愚园路1136弄31号,,
1,1989,松江,1P001,SJ_C09,佘山天主教堂,Sheshan Basilica,o,1935,佘山天主教堂,松江县佘山,,
2,1994,黄浦,2A001,HP_N04,法国邮船大楼,Messageries Maritimes Building,o,1939,住总公司机电设计院,中山东二路9号,,
2,1994,黄浦,2A002,HP_N04,有利银行,"Union Building, Shanghai",o,1916,外滩3号,中山东一路3号（前中山东一路4号）,,
2,1994,黄浦,2A003,HP_N04,中国通商银行,Imperial Bank of China,o,1893前,华夏银行,中山东一路6号,,
2,1994,黄浦,2A004,HP_N04,大北电报局,Great Northern Telegraph Building,o,1907,盘谷银行上海分行,中山东一路7号,,
2,1994,黄浦,2A005,HP_N04,华俄道胜银行,Russo-Chinese Bank,o,1910,中国外汇交易中心,中山东一路15号,,
2,1994,黄浦,2A006,HP_N04,台湾银行,Bank of Taiwan,o,1926,工艺大楼/招商银行外滩支行,中山东一路16号,,
2,1994,黄浦,2A007,HP_N04,字林西报大楼,North China Daily News Building,o,1924,友邦大廈,中山东一路17号,,
2,1994,黄浦,2A008,HP_N04,麦加利银行,Chartered Bank Building,o,1922,外滩十八号,中山东一路18号,,
2,1994,黄浦,2A009,HP_N04,横滨正金银行,Yokohama Specie Bank Building,o,1924,工商银行；纺织控股集团公司,中山东一路24号,,
2,1994,黄浦,2A010,HP_N04,英国领事馆,British Consulate,o,1872；1884,市机管局,"中山东一路33号1#楼
 中山东一路33号8#楼",,
2,1994,黄浦,2A011,HP_C01,外滩信号台,Gutzlaff Signal Tower,o,1907,外滩史陈列室,中山东二路,,
2,1994,黄浦,2A012,HP_N04,外白渡桥,Garden Bridge ,o,1907,外白渡桥,外滩,,
2,1994,黄浦,2A013,,乍浦路桥,Chapoo Road Bridge,o,1927,乍浦路桥,乍浦路,,
2,1994,黄浦,2A014,,四川路桥,Szechuen Road Bridge,o,1923,四川路桥,四川中路,,
2,1994,黄浦,2A015,,格林邮船大楼,Glen Line Building,o,1922,上海广播电视台,北京东路2号,,
2,1994,黄浦,2A016,,仁记洋行,Gibb Livingston & Co.,o,1908,海运服务公司,滇池路100号,,
2,1994,黄浦,2A017,,业广地产有限公司,Shanghai Land Investment Co.,o,1908,电视社杂志社,滇池路120号,,
2,1994,黄浦,2A018,,益丰洋行大楼 ,Abraham Co.,o,1911,圆明园酒家,北京东路99号,,
2,1994,黄浦,2A019,,国华银行大楼,China State Bank,o,1933,黄浦税务局,北京东路342号,,
2,1994,黄浦,2A020,,广学大楼,Christian Literature Society Building (China Baptist Publication Building),o,1930,市文体进出口公司,虎丘路128号,,
2,1994,黄浦,2A021,,光陆大戏院,Capitol Theatre,o,1928,外贸会堂,虎丘路146号,,
2,1994,黄浦,2A022,,银行公会大楼,Shanghai Chinese Banking Association,o,1925,爱建公司,香港路59号,,
2,1994,黄浦,2A023,,安培洋行,Amberg & Co. Building,o,1908,上海广告公司,圆明园路97号,,
2,1994,黄浦,2A024,,女青年会大楼,YWCA of Shanghai,o,1930,洛克·外滩源,圆明园路133号,,
2,1994,黄浦,2A025,,真光大楼,True Light Building (China Baptist Publication Building),o,1930,真光大楼,圆明园路209号,,
2,1994,黄浦,2A026,,迦陵大楼,Liza Hardoon Building,o,1937,嘉陵大楼,南京东路99号,,
2,1994,黄浦,2A027,,慈淑大楼,Continental Emporium Building,o,1932,353广场,南京东路353号,,
2,1994,黄浦,2A028,,麦家圈医院,Lester Hospital,o,1937,仁济医院,山东中路145号,,
2,1994,黄浦,2A029,,正广和公司,Caldbeck McGregor & Co. building,o,1937,机要局,福州路44号,,
2,1994,黄浦,2A030,,总巡捕房,Central Police Headquarters,o,1933,上海市公安局,福州路185号,,
2,1994,黄浦,2A031,,美国花旗总会,American Club,o,1925,高级法院,福州路209号,,
2,1994,黄浦,2A032,,大来大楼,Robert Dollar & Co.,o,1921,锦江集团财务公司证券经营部； 建设银行三支行,"广东路51,59号",,
2,1994,黄浦,2A033,,永年人寿保险公司,China Mutual Life Insurance Co.,o,1910,"上海巴黎国际银行、轻工业局；
 老干部大学",广东路93号,,
2,1994,黄浦,2A034,,申报馆,Shen Bao,o,1918,三环房产公司,汉口路309号,,
2,1994,黄浦,2A035,,吉祥里,Jixiang Lane,t,1876,吉祥里,河南中路531-541号,,
2,1994,黄浦,2A036,,礼记洋行,Carlowitz & Co.,o,1898,空置，新黄浦（集团）公司所有,江西中路255号,,
2,1994,黄浦,2A037,,汉弥登大楼,Hamilton House,o,1933,福州大楼,江西中路170号,,
2,1994,黄浦,2A038,,都城饭店,Metropole Hotel,o,1934,新城饭店,江西中路180号,,
2,1994,黄浦,2A039,,建设大厦,Development Building,o,1936,建设大楼,江西中路181号,,
2,1994,黄浦,2A040,,浙江第一商业银行,Zhejiang First Commercial Bank,t,1951,华东建筑设计研究院,汉口路151号,,
2,1994,黄浦,2A041,,大陆银行,Continental Bank,o,1932,上海信托投资公司,九江路111号,,
2,1994,黄浦,2A042,,德华银行,Deutsch-Asiatische Bank,o,1916,上海医药工业有限公司,九江路89号,,
2,1994,黄浦,2A043,,上海公库,Mitsui Bank Building,o,1937,建设银行分行,九江路50号,,
2,1994,黄浦,2A044,,中华邮政储金汇业局,Mitsubishi Bank,o,1936,九江路邮电局,九江路36号,,
2,1994,黄浦,2A045,,若瑟堂,St. Joseph Cathedral,o,1860,若瑟堂,四川南路36号,,
2,1994,黄浦,2A046,,企业大楼,Lieu Ong Kee Building,o,1920,创业大楼,四川中路33号,,
2,1994,黄浦,2A047,,卜内门大楼,Brunner Mond Building,o,1922,"上海时运物业集团/
 上海市新华书店",四川中路133号,,
2,1994,黄浦,2A048,,汇丰大楼,Way Foong House,o,1928,上海浦东国际机场公司,四川中路220号,,
2,1994,黄浦,2A049,,四行储蓄会大楼,Joint Savings Society Bank,o,1926,联合大楼,四川中路261号,,
2,1994,黄浦,2A050,,东方饭店,Oriental Hotel,t,1929,上海市工人文化宫,西藏中路120号,,
2,1994,黄浦,2A051,,德士古大楼(会德丰大楼),Wheelock & Co.,o,1940,上海黄浦房地产股份有限公司,延安东路110号,,
2,1994,黄浦,2A052,,中汇大楼,Chung Wai Bank Building,o,1934,中汇大楼,延安东路143号,,
2,1994,黄浦,2A053,,华商纱布交易所,"Chinese Cotton Goods Exchange, Ld.",t,1923,上海市自然博物馆,延安东路260号,,
2,1994,黄浦,2A054,,中法学堂,Ecole Franco-Chinoise,o,1923,光明中学,淮海东路70号,,
2,1994,黄浦,2A055,,三井洋行,Mitsui Bussan Kaisha Building,o,1937,手表七厂办公楼,四川中路185号,,
2,1994,黄浦,2A056 (2E001),,慈修庵,Ci-Xiu An Convent,t,1917,慈修庵,秦岭街15号,,
2,1994,黄浦,2A057 (2E002),HP_C31,小桃园清真寺,Shanghai Western Mosque,o,1917,小桃园清真寺,小桃园街52号（主楼）,,
2,1994,黄浦,2A058 (2E003),HP_C32,清心堂,Pure Heart Church,o,1923,清心堂,大昌街30号,,
2,1994,黄浦,2C001,,法公董局,Conseil D'Administration Municipale de la Concession Française de Changhai,o,1909,综合办公楼,淮海中路375号,,
2,1994,黄浦,2C002,,培文公寓,Bearn Apartments,o,1923,培文公寓,淮海中路449号,,
2,1994,黄浦,2C003,,永业大楼,Yongye Apts,t,1932,永业大楼,淮海中路481号,,
2,1994,黄浦,2C004,,国泰大戏院,Cathay Theatre,o,1932,国泰电影院,淮海中路870号,,
2,1994,黄浦,2C005,,法国总会,French club,t,1903,花园饭店,茂名南路58号,,
2,1994,黄浦,2C006,,兰心大戏院,Lyceum Theatre,o,1931,兰心大戏院,茂名南路57号,,
2,1994,黄浦,2C007,,ASTRID公寓,Astrid Apartments,o,1933,南昌大楼,茂名南路143号,,
2,1994,黄浦,2C008,,法国总会（老）,École de France,o,1917,科学会堂(一号楼),南昌路47号,,
2,1994,黄浦,2C009,,梵尔登花园,Verdun Gardens,o,1925,里弄住宅,陕西南路39弄1-103号,,
2,1994,黄浦,2C010,,陕南村,King Albert Apartments,o,1930,陕南村,陕西南路157-187号,,
2,1994,黄浦,2C011,,花园住宅,Garden villa,n,20世纪20至30年代,思南公馆,思南路51-95号(单),,
2,1994,黄浦,2C012,,震旦大学图书馆教学大楼/震旦大学博物馆,Aurora University,o,1936/1930,第二医科大学十二号大楼/昆虫研究所,重庆南路280号/重庆南路225号,,
2,1994,黄浦,2C013,,东正教堂,Saint Nicholas' Church,o,1932-1934年,幸运城大酒店,皋兰路16号,,
2,1994,黄浦,2C014,HP_C41,江南制造局,Kiangnan Arsenal,o,光緒,江南造船厂,高雄路2号（总办公楼）/2号船坞/指挥楼/飞机车间,,
2,1994,静安,2B001,,犹太人总会/黄河皮鞋店,Jewish Club,t,1911,联谊俱乐部统战部/市皮革公司商厦,南京西路722号/南京西路702号,,
2,1994,静安,2B002,,德义大楼,Denis Apartments,o,1900前后,德义大楼,南京西路778号,,
2,1994,静安,2B003,,中国银行,Bank of China,o,1935前后,中国工商银行,南京西路801号,,
2,1994,静安,2B004,,MEDHURST大楼,Medhurst Apartments,o,1933,泰兴大楼,南京西路934号,,
2,1994,静安,2B005,,静安别墅,Jing An Villa,t,1932,静安别墅,南京西路1025弄,,
2,1994,静安,2B006,,花园住宅,Garden villa,n,1926,对外友协外办,南京西路1418号,,
2,1994,静安,2B007,,模范村,Mo Fan Village,t,1931,模范村,延安中路877号,,
2,1994,静安,2B008,,住宅,Residential building,n,,住宅,延安中路931-979号,,
2,1994,静安,2B009,,意大利总会,Italian Club,t,1925,市文联,延安西路238号,,
2,1994,静安,2B010,,百乐门舞厅,Paramount Ballroom,o,1934,百乐门影剧院,愚园路218号,,
2,1994,静安,2B011,,愚谷村,Yu Gu Village,t,1927,愚谷村里弄住宅,愚园路361弄,,
2,1994,静安,2B012,,住宅,Residential building,n,,第二工业大学,陕西北路80号,,
2,1994,静安,2B013,,怀恩堂,Wyon Church,o,1942,怀恩堂,陕西北路375号,,
2,1994,静安,2B014,,西摩路会堂,Ohel Rachel Synagogue,o,1920,市教育局礼堂,陕西北路500号,,
2,1994,静安,2B015,,花园住宅,Garden villa,n,1937,市规划院,铜仁路333号,,
2,1994,静安,2B016,,花园住宅,Garden villa,n,1939,贝轩大公馆,北京西路1301号,,
2,1994,静安,2B017,,大胜胡同,Da Sheng Hutong,t,1936,大胜胡同,华山路229-285弄,,
2,1994,静安,2B018,,海格大楼,Haig Court,o,1934,静安宾馆,华山路400号,,
2,1994,静安,2B019,,美国学校,Cathedral Girl's School,o,1941,中福会儿童艺术剧院/马可波罗俱乐部,华山路643号/华山路639号,,
2,1994,静安,2B020,,枕流公寓,Brookside Apartments,o,1931,枕流公寓,华山路731号,,
2,1994,静安,2B021,,景华新村,Jing Hua apts,t,1938,景华新村,巨鹿路820弄,,
2,1994,静安,2B022,,爱登公寓,Eddington House,o,1936,常德公寓,常德路195号,,
2,1994,静安,2B023,,望德堂,Avondale House,o,1930,住宅,北京西路1220弄2号,,
2,1994,静安,2B024,,雷氏德医学院,Henry Lester Institute for Medical Research,o,1926,医工院,北京西路1320号,,
2,1994,静安,2B025,,花园住宅,Garden villa,n,,市仪表局,延安中路816号,,
2,1994,静安,2H001,JA_C30,四行仓库,Sihang Warehouse,t,1935,仓库,光复路21号,,
2,1994,徐汇,2D001,,花园住宅,Garden villa,n,1925,东湖宾馆七号楼,淮海中路1110号,,
2,1994,徐汇,2D002,,亨利公寓,Hanray Mansions,o,1939,淮中大楼中波轮船公司,淮海中路1160-1164号,,
2,1994,徐汇,2D003,,盖司康公寓,Gascoigne Apartments,o,1935,淮海公寓,淮海中路1202号,,
2,1994,徐汇,2D004,,上方花园,Shangfang Garden,t,1939,上方花园,淮海中路1285弄,,
2,1994,徐汇,2D005,,皇家公寓,Empire Mansions,o,1931,淮海大楼、美美百货,淮海中路1300-1326号,,
2,1994,徐汇,2D006,,花园住宅,Garden Villa,n,,法国领事馆,淮海中路1431号,,
2,1994,徐汇,2D007,,花园住宅,Garden Villa,n,1921,美国领事馆,淮海中路1469号,,
2,1994,徐汇,2D008,,逸村,Yi Villa,t,1942,逸村,淮海中路1610弄,,
2,1994,徐汇,2D009,,花园住宅,Garden Villa,n,,市科技情报所,淮海中路1634号,,
2,1994,徐汇,2D010,,中南新村,Zhongnan Xincun,t,1941,中南新村,淮海中路1670弄,,
2,1994,徐汇,2D011,,花园住宅,Garden villa,n,,花园住宅,淮海中路1754弄,,
2,1994,徐汇,2D012,,东美特公寓,Normandie Apartment,o,1924,武康大楼,淮海中路1842-1858号,,
2,1994,徐汇,2D013,,丁香花园,Dingxiang Garden,t,1918,丁香花园,华山路849号主楼,,
2,1994,徐汇,2D014,,住宅,Residential building,n,1930,工商业联合会,华山路893号,,
2,1994,徐汇,2D015,XH_C18,南洋公学,Nan Yang Public School,o,1932， 1954-55,交通大学：正门/体育馆/校办公楼/教学楼/图书馆,华山路1954号,,
2,1994,徐汇,2D016,,道斐南公寓,Dauphine Apartments,o,1935,建国公寓,建国西路394号,,
2,1994,徐汇,2D017,,建业里,Jianye Lane,t,1930,建业里,建国西路440弄,,
2,1994,徐汇,2D018,,懿园,Yi Garden,t,1941,懿园,建国西路506弄,,
2,1994,徐汇,2D019,,住宅,Residential building,n,1948,波兰驻沪总领事馆,建国西路618号,,
2,1994,徐汇,2D020,,美童公学,Shanghai American School,o,1922,七0四所,衡山路10号,,
2,1994,徐汇,2D021,,华盛顿公寓,Washington Apartments,o,1928,西湖公寓,衡山路303号,,
2,1994,徐汇,2D022,,毕卡迪公寓,Picardi Hotel,o,1935,衡山宾馆,衡山路534号,,
2,1994,徐汇,2D023,,住宅,Residential building,n,1935,德国驻沪总领事馆,永福路151号,,
2,1994,徐汇,2D024,,花园住宅,Garden villa,n,,老干部局,岳阳路145号,,
2,1994,徐汇,2D025,,永嘉新村,Yongjia Xincun,t,,永嘉新村,永嘉路580号,,
2,1994,徐汇,2D026,,永康新村,Yongkang Xincun,t,1931,永康新村,永康路109、175弄,,
2,1994,徐汇,2D027,,花园住宅,Garden villa,n,,一0三所,岳阳路110号,,
2,1994,徐汇,2D028,,花园住宅,Garden villa,n,,老干部局,岳阳路145号,,
2,1994,徐汇,2D029,,住宅,Residential building,n,,里弄住宅,岳阳路200弄,,
2,1994,徐汇,2D030,,中央研究院,Academia Sinica,o,1930,中科院生理研究所,岳阳路320号,,
2,1994,徐汇,2D031,XH_C23,徐汇公学,St. Ignatius High School,o,1917,徐汇中学,虹桥路68号,,
2,1994,徐汇,2D032,XH_C23,徐家汇圣母院,Virgin Mary Convent ,o,1929,徐家汇圣母院,漕溪北路45号,,
2,1994,徐汇,2D033,XH_C23,藏书楼,Bibliotheca Zi-Ka-Wei,o,1848,上海市图书馆,漕溪北路80号,,
2,1994,徐汇,2D034,,中山医院,Chung Shan Memorial Hospital,o,,中山医院,医学院路136号（主楼）,,
2,1994,徐汇,2D035,,国立上海医学院,National Shanghai Medical College,o,,第一医科大学,医学院路138号（主搂）,,
2,1994,徐汇,2D036,,正广和大班住宅,,,1928,住宅,武康路99号,,
2,1994,徐汇,2D037,,密丹公寓,Midget Apartments,o,1931,密丹公寓,武康路115号,,
2,1994,徐汇,2D038,,丽波花园东主楼,Li Bo Garden East Bldg,t,1930年前后,市体育研究所,吴兴路87号,,
2,1994,徐汇,2D039,,朱敏堂住宅,Zhu Mintang residence,t,1927,住宅,乌鲁木齐南路151号,,
2,1994,徐汇,2D040,,自由公寓,Liberty Apartments,o,1933,自由公寓,五原路258号,,
2,1994,徐汇,2D041,XH_C16,东正教堂,Russian Orthodox Church,o,1936,建设银行,新乐路55号,,
2,1994,徐汇,2D042,,高安公寓,Amyron Apartments,o,1941,高安公寓,高安路14号,,
2,1994,徐汇,2D043,,会乐精舍,Willow Court,o,1934,会乐公寓,复兴西路34号,,
2,1994,徐汇,2D044,,克莱门公寓,Clement's Apartments,o,1929,克莱门公寓,复兴中路1363弄,,
2,1994,徐汇,2D045,,住宅,Residential building,n,,住宅,汾阳路9弄3号,,
2,1994,徐汇,2D046,XH_C15,住宅,Residential building,n,,音乐学院附校甲楼/乙楼,东平路9号,,
2,1994,徐汇,2D047,,赛华公寓,Savoy Apartment House,o,1928,瑞华公寓,常熟路209号,,
2,1994,徐汇,2D048,,住宅,Residential building,n,,结核病防治中心,延庆路130号,,
2,1994,虹口,2F001,,日本领事馆/联合救济总署,"Japanese consulate, UNRRA",o,1911，1944,办公楼，黄浦饭店,黄浦路106号红楼/灰楼,,
2,1994,虹口,2F002,,河滨公寓,Embankment Building,o,1935,河滨公寓,北苏州路340号,,
2,1994,虹口,2F003,,鸿德堂,Fitch Memorial Church,o,1928,鸿德堂,多伦路59号,,
2,1994,虹口,2F004,,雷氏德工学院,The Lester School and Henry Lester Institute of Technical Education,o,1927,海员医院,东长治路505号,,
2,1994,虹口,2F005,,耶松船厂,Shanghai Dock and Engineering Co,o,1908,远洋运输公司,东大名路378号,,
2,1994,虹口,2F006,,高阳大楼,Nanyang Brothers Tobacco Bldg,t,1915,高阳大楼,东大名路817号,,
2,1994,虹口,2F007,,新亚酒楼,New Asia Hotel,o,1934,新亚大酒店,天潼路422号,,
2,1994,虹口,2F008,,四行大楼,Sihang Building,t,1932,九州商厦,四川北路1274号,,
2,1994,虹口,2F009,,中国银行大楼,"The Bank of China, Hongkew Branch",o,1932,工商银行,四川北路894号,,
2,1994,虹口,2F010,,景灵堂,Jing Ling Church,t,1922,景灵堂,昆山路135号,,
2,1994,虹口,2F011,,虹口救火会,Hongkew Fire Station,o,1915,虹口消防队,哈尔滨路2号,,
2,1994,虹口,2F012,HK_N04,上海监狱,Shanghai Municipal Gaol,o,1901-1935,提篮桥监狱,长阳路147号,,
2,1994,杨浦,2G001,YP_C03,杨树浦电厂,Yangshupu Power Plant ,t,1911,杨树浦电厂,杨树浦路2800号（铁皮车间）,,
2,1994,杨浦,2G002,YP_C08,沪江大学,University of Shanghai,o,1909-1948,华东工业大学，上海理工大学,军工路516号礼堂/实验楼,,
2,1994,杨浦,2G003,YP_C01,旧市博物馆,"Former Shanghai Museum, Greater Shanghai Plan",o,1935,第二军医大学（主楼）,长海路174号,,
2,1994,杨浦,2G004,YP_C01,旧市图书馆,"Former Shanghai Library, Greater Shanghai Plan",o,1935,杨浦图书馆新馆,黑山路181号,,
2,1994,长宁,2M001,,住宅,Residential Building,n,1930,安徽省驻沪办事处招待所,新华路185弄1号,,
2,1994,长宁,2M002,,住宅,Residential Building,n,1930,市一商局疗养院,新华路315号,,
2,1994,长宁,2M003,,住宅,Residential Building,n,,住宅,新华路329弄17号,,
2,1994,长宁,2M004,,西园大厦,West Park Mansions,o,1912,西园公寓,愚园路1396号,,
2,1994,长宁,2M005,,住宅,Residential Building,n,1932,,武夷路127号,,
2,1994,长宁,2M006,PT_C04,圣约翰大学:校政厅/怀施堂/思颜堂/思孟堂/科学馆/西门堂,St Johns University,o,未知/1894/1904/1909/1899/1924,华东政法学院:校长办公楼4号楼/韬奋楼41号楼/学生宿舍40号楼/学生宿舍43号楼/办公楼42号楼/东风楼22号楼,万航渡路1175号,,
2,1994,长宁,2M007,,卫乐园,Willow Garden,o,1924,卫乐园,泰安路120号,,
2,1994,长宁,2M008,CN_C04,中西女中,McTyeire School,o,1917,市三女中,江苏路155号东楼/北楼,,
2,1994,长宁,2M009,,住宅,Residential Building,n,,武警总队,虹桥路2275号,,
2,1994,长宁,2M010,,安息堂,Anxi Hall,t,1931,息焉堂,虹桥路2381号,,
2,1994,长宁,2M011,,住宅,Residential Building,n,,住宅,愚园路754号,,
2,1994,普陀,2N001,PT_C03,中国造币厂,Central Mint,o,1922,上海造币厂,光复西路17号,,
2,1994,普陀,2N002,,玉佛寺,Jade Buddha Temple,o,1928,玉佛寺,安远路170号,,
3,1999,黄浦,3A001,,扬子大楼/扬子水火保险公司,Yangtsze Insurance Building,o,1920,中国农业银行上海分行外汇营业部大楼/中国农业银行上海分行,中山东一路26号,,
3,1999,黄浦,3A002,,交通银行/交通银行,Bank of Communication Building,o,1948,"上海市总工会大楼/
 上海市总工会",中山东一路14号,,
3,1999,黄浦,3A003,,日清大楼/日清汽船株式会社,Nishin Navigation Building,o,1925,锦都大楼/华夏银行上海分行、锦都实业总公司,中山东一路5号,,
